Nom;Code;Longitude;Latitude;Population
Aignerville;14710;-0.016076419511021;0.86081089598522;138
Aignes;31550;0.027726492600979;0.75607662663762;193
Aignes-et-Puypéroux;16190;0.0025064847744215;0.7932618788852;269
Aigneville;80210;0.028254942823846;0.87324639353729;658
Aigny;51150;0.073458971033065;0.85582219605226;189
Aigonnay;79370;-0.0045427078353487;0.80859163333095;449
Aigre;16140;0.00021816615975023;0.80102858873025;1141
Aigrefeuille;31280;0.027750735689276;0.7604108547327;577
Aigrefeuille-d'Aunis;17290;-0.016299437406072;0.80489736284581;3151
Aigrefeuille-sur-Maine;44140;-0.024410366023504;0.82162827292007;2151
Aigremont;78240;0.035241111362314;0.85349991958171;873
Aigremont;30350;0.07195119741478;0.7673582430684;449
Aigremont;89800;0.067888457786891;0.83285169928103;75
Aigremont;52400;0.099789203644621;0.83804406445835;18
Aiguebelette-le-Lac;73610;0.10147150586047;0.79480358284025;191
Aiguebelle;73220;0.11003815439558;0.79485684606206;901
Aigueblanche;73260;0.11355306098129;0.79414904442335;2664
Aiguefonde;81200;0.040414077075576;0.75913093951281;2631
Aigueperse;63260;0.055908706159929;0.80326837378604;2504
Aigueperse;69790;0.077405351327262;0.80771898202076;232
Aigues-Juntes;9240;0.025680600236714;0.75146596242139;49
Aigues-Mortes;30220;0.07319232202892;0.76038661996677;6012
Aigues-Vives;30670;0.072983854772216;0.76335850800622;2331
Aigues-Vives;11800;0.044219854947785;0.75453978295157;481
Aigues-Vives;34210;0.049184357565533;0.7563917451736;354
Aigues-Vives;9600;0.032758851731062;0.75045762305367;485
Aiguèze;30760;0.079519135573972;0.77323417511851;204
Aiguilhe;43000;0.067801189326921;0.78624657994172;1555
Aiguilles;5470;0.11989441372142;0.78159723331066;441
Aiguillon;47190;0.0059195808442711;0.77317598504869;4219
Aiguines;83630;0.10894247166647;0.76403728118906;219
Aigurande;36140;0.031881352635449;0.81043394159403;1668
Ailhon;7200;0.075781222536479;0.77837807076401;336
Aillant-sur-Milleron;45230;0.051152687443643;0.83414619530788;357
Aillant-sur-Tholon;89110;0.058487919419022;0.8355715191233;1454
Aillas;33124;-0.0012605117246745;0.77619154893002;668
Ailleux;42130;0.06879506856217;0.79939959967048;143
Aillevans;70110;0.11196287084965;0.83063614899115;122
Ailleville;10200;0.081681405997278;0.84215531939115;218
Aillevillers-et-Lyaumont;70320;0.11052782649626;0.83635695190778;1849
Aillianville;52700;0.095619800253886;0.84371639784315;185
Aillières-Beauvoir;72600;0.0057450480855191;0.84490902795831;237
Aillon-le-Jeune;73340;0.10613540833136;0.79619009108278;337
Aillon-le-Vieux;73340;0.10637781424721;0.79677192520193;169
Ailloncourt;70300;0.11147319874896;0.83349651715996;224
Ailly;27600;0.021797224508242;0.85800871788625;775
Ailly-le-Haut-Clocher;80690;0.034848413695419;0.87405120081872;831
Ailly-sur-Noye;80250;0.041252793887815;0.86842733696577;2643
Ailly-sur-Somme;80470;0.038377853234426;0.87137985050828;3322
Aimargues;30470;0.073478362174752;0.76244710770217;3442
Aime;73210;0.1160643969221;0.79513321560418;3229
Ainay-le-Château;3360;0.047017231034427;0.8152675123935;1165
Ainay-le-Vieil;18200;0.044515598986839;0.81451124122295;198
Aincille;64220;-0.020851833530184;0.75302717403143;103
Aincourt;95510;0.030955350718482;0.85647666789014;657
Aincreville;55110;0.089375394899816;0.86165451883953;84
Aingeray;54460;0.10477309324287;0.85065406564085;638
Aingeville;88140;0.10069579361395;0.84134079157177;68
Aingoulaincourt;52230;0.092264891393038;0.84571383523973;10
Ainharp;64130;-0.016202467133474;0.75504884619394;142
Ainhice-Mongelos;64220;-0.020144015246711;0.75408890977901;175
Ainhoa;64250;-0.026136304549929;0.7558633074343;599
Ainvelle;70800;0.10908307824965;0.83508669064684;219
Ainvelle;88320;0.10173815486461;0.83770957142545;148
Airaines;80270;0.033922411778452;0.8720295286562;2099
Airan;14370;-0.0026034553070938;0.85696635663559;692
Aire;8190;0.07262508536149;0.86361314066323;205
Aire-sur-l'Adour;40800;-0.0045669509236467;0.76274764543119;6003
Aire-sur-la-Lys;62120;0.041849121428965;0.88383472255728;9661
Airel;50680;-0.018864093785034;0.85911406289667;486
Airion;60600;0.042178795804782;0.8626241092134;470
Airon-Notre-Dame;62180;0.028962761107317;0.88027620670871;183
Airon-Saint-Vaast;62180;0.029122756751588;0.88018892160399;231
Airoux;11320;0.032589170918922;0.75684261834615;126
Airvault;79600;-0.0023852890985795;0.81729890509399;3097
Aiserey;21110;0.090107472916343;0.82332031231866;1138
Aisey-et-Richecourt;70500;0.10390042528792;0.83585274893442;141
Aisey-sur-Seine;21400;0.079921539214684;0.83340923205523;196
Aisonville-et-Bernoville;2110;0.061493762762367;0.87153018595182;291
Aïssey;25360;0.11052782649626;0.82500263117927;166
Aisy-sous-Thil;21390;0.074835841961392;0.82718429274426;220
Aisy-sur-Armançon;89390;0.073725620037209;0.83194995293593;277
Aiti;20244;0.16136539124273;0.73997109336634;24
Aiton;73220;0.10920912899299;0.79519140567399;1163
Aix;59310;0.057397088636525;0.88124100339262;933
Aix;19200;0.041606711351929;0.79615134208891;307
Aix-en-Diois;26150;0.094538673364612;0.78030280386282;255
Aix-en-Ergny;62650;0.034819318660511;0.88281666265158;104
Aix-en-Issart;62170;0.032438881248468;0.88098400834743;210
Aix-en-Othe;10160;0.065188045731065;0.8416462561488;2131
Aix-en-Provence;13100|13090|13540;0.095076814997132;0.75969819282499;134222
Aix-la-Fayette;63980;0.061454980478992;0.79441083315849;100
Aix-les-Bains;73100;0.10313925223648;0.79751368214454;25732
Aix-Noulette;62160;0.047308127288058;0.88011621730623;3836
Aixe-sur-Vienne;87700;0.019824026038764;0.79930745429677;5466
Aizac;7530;0.075655171793133;0.78050640252817;169
Aizanville;52120;0.08544357044545;0.83963909821423;25
Aize;36150;0.029719082212143;0.82209372689959;126
Aizecourt-le-Bas;80240;0.052941649261147;0.87234950746118;60
Aizecourt-le-Haut;80200;0.052073837413999;0.87204404288415;100
Aizelles;2820;0.066545529678894;0.86375375556879;94
Aizenay;85190;-0.028051315030183;0.81576206140793;6095
Aizier;27500;0.010961644907875;0.86273076881507;127
Aizy-Jouy;2370;0.061382251214098;0.86281805391979;242
Ajac;11300;0.037306413593616;0.75134485517082;196
Ajaccio;20090|20000;0.15245450416959;0.73165171101607;52880
Ajain;23380;0.034848413695419;0.80646330156679;1034
Ajat;24210;0.017739334746369;0.78809854216375;281
Ajoncourt;57590;0.10976667008958;0.85250123417293;91
Ajou;27410;0.013623272599732;0.85489135467224;217
Ajoux;7000;0.078549520232967;0.78130148927161;89
Alaigne;11240;0.036501622956952;0.75226597601285;300
Alaincourt;2240;0.058938792591572;0.86856795187133;465
Alaincourt;70210;0.10647962190225;0.83676900950745;89
Alaincourt-la-Côte;57590;0.11064417334638;0.85344658978087;91
Alairac;11290;0.039114766552808;0.75370588063524;708
Alan;31420;0.016406094927135;0.75450582764766;299
Alando;20212;0.16216047798617;0.73837126592051;23
Alata;20167;0.15258055491294;0.73264560273488;2459
Alba-la-Romaine;7400;0.080212414662369;0.77764117409038;1135
Alban;81250;0.042964195299761;0.76598624905381;848
Albaret-le-Comtal;48310;0.054585173354809;0.78320678129447;198
Albaret-Sainte-Marie;48200;0.056931663785332;0.78346377633968;452
Albas;46140;0.021549964565191;0.77612370490124;545
Albas;11360;0.047662028107417;0.75062733299414;59
Albé;67220;0.12773871310035;0.84396367235035;457
Albefeuille-Lagarde;82290;0.021874786994397;0.76886599171954;644
Albens;73410;0.1037501231339;0.79912323012837;2650
Albepierre-Bredons;15300;0.050105486729943;0.78716776736278;237
Albert;80300;0.046246374895714;0.87266948626615;10065
Albertacce;20224;0.15679359253366;0.73873971425732;200
Albertville;73200;0.1114635115005;0.79716460830467;17340
Albestroff;57670;0.11964232055711;0.85403321759;639
Albi;81990|81000;0.037398529839009;0.76669405069253;46274
Albiac;31460;0.031076564079378;0.76013934545957;159
Albiac;46500;0.031638944639008;0.78130148927161;66
Albias;82350;0.025346055188936;0.76952053013645;2338
Albières;11330;0.043192045375772;0.74957525120549;73
Albiès;9310;0.029748160602296;0.74662759793196;156
Albiez-le-Jeune;73300;0.11085750087207;0.78967906169169;57
Albiez-Montrond;73300|73530;0.11063933804453;0.7892136742912;382
Albignac;19190;0.029316678571432;0.78781737893168;258
Albigny-sur-Saône;69250;0.084304253486357;0.80051952548788;2673
Albine;81240;0.044307119246568;0.7585394514347;547
Albitreccia;20128;0.15605181894629;0.73065781929725;867
Albon;26140;0.084663006252325;0.78969843618862;1573
Albon-d'Ardèche;7190;0.077288987832383;0.78229538099042;165
Alboussière;7440;0.082539534757151;0.7844188524856;756
Albussac;19380;0.0320074012982;0.78782709946966;668
Alby-sur-Chéran;74540;0.10509306372546;0.79969048344055;1630
Alçay-Alçabéhéty-Sunharette;64470;-0.015897034805658;0.75217875748715;246
Aldudes;64430;-0.024895184096979;0.75221264621202;395
Alembon;62850;0.032947942410241;0.88635094373421;395
Alençon;61000;0.0015514057676742;0.84531629186801;28935
Alénya;66200;0.052039907077236;0.74420838239773;2318
Aléria;20270;0.166029302036;0.73484663879682;1966
Alès;30100;0.071233675238086;0.77018472251231;39346
Alet-les-Bains;11580;0.039366880523065;0.75043824855673;464
Alette;62650;0.031924986865435;0.88170153052413;249
Aleu;9320;0.022102657876355;0.74862503532855;122
Alex;74290;0.10886006347549;0.80091220859062;792
Alexain;53240;-0.013390549771162;0.84177715051638;402
Aleyrac;26770;0.08620472685213;0.77662790787463;45
Alfortville;94140;0.042198186946469;0.85181280703114;36232
Algajola;20220;0.15467494801796;0.74361689431964;216
Algans;81470;0.0330497459041;0.76089568320914;200
Algolsheim;68600;0.13192264736379;0.837850186331;982
Algrange;57440;0.10552454575633;0.86152362447196;6198
Alièze;39270;0.097287563274657;0.81310043163549;144
Alignan-du-Vent;34290;0.058318238606881;0.75868492660924;1134
Alincourt;8310;0.075824848444085;0.86227989564251;78
Alincthun;62142;0.031435316845347;0.88542003577518;343
Alise-Sainte-Reine;21150;0.078336192707272;0.82968586653519;674
Alissas;7210;0.08081359831132;0.78039488265752;1026
Alix;69380;0.081235376448961;0.80133884699725;690
Alixan;26300;0.087712500470413;0.78494729022489;2080
Alizay;27460;0.020517321771917;0.86079152148829;1262
Allain;54170;0.10314410418309;0.84734282429951;387
Allaines;80200;0.051390241412877;0.87201494784924;395
Allaines-Mervilliers;28310;0.031891039883915;0.84132141707484;274
Allainville;28500;0.022737765620285;0.85036318187079;120
Allainville;78660;0.033107919329161;0.84571869550872;293
Allaire;56350;-0.037781525693276;0.83141186123767;3188
Allamont;54800;0.10060852515398;0.85734938577936;110
Allamps;54112;0.1014084804888;0.84731858953358;511
Allan;26780;0.083533393186454;0.77666179659949;1385
Allanche;15160;0.051254507582257;0.78937852396268;1101
Alland'Huy-et-Sausseuil;8130;0.079548230608881;0.86419004793438;215
Allarmont;88110;0.12243484469714;0.84618894317819;271
Allas-Bocage;17150;-0.0085812080159803;0.79211285803289;150
Allas-Champagne;17500;-0.0058274625182841;0.79361574641505;184
Allas-les-Mines;24220;0.018699264919504;0.78249411938677;224
Allassac;19240;0.025801778227502;0.78993599015786;3366
Allauch;13190;0.095658582537261;0.75633841537278;18907
Allègre;43270;0.06478081094969;0.78885001964436;1007
Allègre-les-Fumades;30500;0.073890453063928;0.77143554269729;616
Alleins;13980;0.090078377881433;0.76260709710465;2071
Allemagne-en-Provence;04550|04500;0.10485065780962;0.76415845501866;379
Allemanche-Launay-et-Soyer;51260;0.066128586843107;0.84831241467337;115
Allemans;24600;0.0054056687761833;0.79044505340023;540
Allemans-du-Dropt;47800;0.0050614546851419;0.77891136877229;447
Allemant;2320;0.060252642309416;0.8632544128644;117
Allemant;51120;0.066351605778456;0.85104681532261;169
Allemond;38114;0.10537910387129;0.78769134483309;765
Allenay;80530|80130;0.026116915488837;0.87423056471814;279
Allenc;48190;0.063898443262708;0.77742778830803;189
Allenjoie;25490;0.12036469468041;0.82963739700336;583
Allennes-les-Marais;59251;0.051521144102834;0.88204095040506;3234
Allenwiller;67310;0.12875681461796;0.84919478652154;453
Allerey;21230;0.077487767840622;0.82360147555075;181
Allerey-sur-Saône;71350;0.086975570507274;0.81866124514962;616
Allériot;71380;0.086325925648863;0.81707100508371;814
Allery;80270;0.033141864230086;0.87198105912437;752
Alles-sur-Dordogne;24480;0.015131027492664;0.78293533860037;321
Alleuze;15100;0.053828868894739;0.78474369155956;193
Allevard;38580;0.10601904483648;0.79225826662841;3081
Allèves;74540;0.10613540833136;0.79851722782231;262
Allex;26400;0.085782932069731;0.78125788000876;2009
Alleyrac;43150;0.069595003091036;0.78348801110559;118
Alleyras;43580;0.064276599653931;0.78377403460666;231
Alleyrat;23200;0.037447016015606;0.80265265094202;166
Alleyrat;19200;0.038692971770409;0.79549200998205;99
Allez-et-Cazeneuve;47110;0.010985870311118;0.77477101880457;579
Alliancelles;51250;0.085230242919756;0.85190009213586;132
Alliat;9400;0.027692562264216;0.74729665057681;62
Allibaudières;10700;0.071689400357247;0.84799729613739;269
Allichamps;52130;0.08540962346393;0.84753676900588;371
Allier;65360;0.0020653004107821;0.75359436076459;264
Allières;9240;0.023843135597858;0.7511315359675;65
Alligny-Cosne;58200;0.05348463867909;0.82823630795386;824
Alligny-en-Morvan;58230;0.072930516649009;0.82378569971916;656
Allineuc;22460;-0.050134581764851;0.84320247433178;497
Allinges;74200;0.11283068685798;0.80871287373958;3021
Allogny;18110;0.040496489427746;0.82424629342967;896
Allondans;25550;0.11779518531454;0.82937074799921;191
Allondaz;73200;0.11120171444297;0.79772700134785;177
Allondrelle-la-Malmaison;54260;0.097137277765391;0.86409796913967;519
Allonne;60000;0.036850688474456;0.86226052114559;1258
Allonne;79130;-0.0066952748855811;0.81300349257181;654
Allonnes;49650;0.00041208968633237;0.82542434273787;2558
Allonnes;72700;0.0027004084147862;0.83723932375597;12332
Allonnes;28150;0.028948223992835;0.84356126870965;264
Allons;47420;-0.00093083643859776;0.77145491719423;172
Allons;4170;0.11509475661396;0.76756670200271;81
Allonville;80260;0.041257645834426;0.87163198528448;572
Allonzier-la-Caille;74350;0.106794757083;0.80290964598721;1080
Allos;4260;0.11565230603292;0.77217729963992;637
Allouagne;62157;0.043710791705418;0.88192943053441;3055
Alloue;16490;0.0090078365397866;0.80329260855196;531
Allouis;18500;0.038891747617459;0.82323788748292;771
Allouville-Bellefosse;76190;0.011814901955487;0.8656202985978;986
Alluy;58110;0.063544521637404;0.82090109678443;403
Alluyes;28800;0.023784962172796;0.84173354125353;619
Ally;15700;0.040384982040666;0.7884379620447;700
Ally;43380;0.057857665702298;0.78822464284138;222
Almayrac;81190;0.037878498046469;0.76973870960876;275
Almenêches;61570;0.0019586434098678;0.84993168319516;645
Almont-les-Junies;12300;0.040011673434865;0.77837321049501;425
Alos;81140;0.03277340965149;0.76838602351208;130
Alos;9200;0.020008262690739;0.7488916843327;131
Alos-Sibas-Abense;64470;-0.015286169109729;0.75256658032089;319
Aloxe-Corton;21420;0.084827855923801;0.82144404875166;172
Alpuech;12210;0.049766125105661;0.78126274027774;79
Alquines;62850;0.034795075572212;0.88559460598464;751
Alrance;12430;0.046818455187377;0.77024770627209;417
Alsting;57520|57515;0.1221730476396;0.85832383642223;2664
Altagène;20112;0.15831590534702;0.7279089709991;41
Alteckendorf;67270;0.13265472538031;0.8515073424541;746
Altenach;68210;0.12413654637705;0.83092217249223;344
Altenheim;67490;0.13030337051961;0.85030499180098;215
Althen-des-Paluds;84210;0.086529549281334;0.76802243544425;1988
Altiani;20251;0.16213624322025;0.73713009969447;95
Altier;48800;0.06737455924267;0.77623036450291;207
Altillac;19120;0.032254661241251;0.7849812455288;801
Altkirch;68130;0.12632791183526;0.83119854203436;5386
Altorf;67120;0.13139905324872;0.84683862132612;1100
Altrippe;57660;0.11904599717715;0.85572039671959;404
Altviller;57730;0.11748490208041;0.85647187420018;534
Altwiller;67260;0.12180459098041;0.85397509409921;399
Aluze;71510;0.081768674457248;0.8176382583959;217
Alvignac;46500;0.029563940595079;0.78239718032309;573
Alvimare;76640;0.010976184102951;0.8657705674623;462
Alzen;9240;0.025709676546273;0.75029763365117;163
Alzi;20212;0.16228652872952;0.73837126592051;17
Alzing;57320;0.1143917902771;0.86008371984958;399
Alzon;30770;0.060034475320679;0.76737275729632;208
Alzonne;11170;0.037990005433549;0.75492274551632;1221
Amage;70280;0.11333003788475;0.83489281251949;293
Amagne;8300;0.078539816339745;0.86425309827317;705
Amagney;25220;0.10735714180381;0.82566196328613;680
Amailloux;79350;-0.0055123257770977;0.81588809550652;720
Amance;10140;0.078835543734041;0.84288249552682;235
Amance;70160;0.10570877824711;0.83430618471036;754
Amance;54770;0.10957275035033;0.85092557491398;296
Amancey;25330;0.10601420953463;0.82097866135119;616
Amancy;74800;0.11046963642644;0.80413623140628;1756
Amange;39700;0.097113034677094;0.82318941795109;288
Amanlis;35150;-0.025758146078111;0.83785498002096;1442
Amanty;55130;0.09792267726037;0.84679980575323;47
Amanvillers;57111|57865;0.10546637233126;0.8581153774879;1934
Amanzé;71610|71800;0.074040738573192;0.80862558863485;203
Amarens;81170;0.033398813502198;0.76859934271539;78
Amathay-Vésigneux;25330;0.1081861672064;0.82073138684396;129
Amayé-sur-Orne;14210;-0.0076697447739412;0.85670456790042;686
Amayé-sur-Seulles;14310;-0.012469399800807;0.85658332749181;163
Amazy;58190;0.062444007767631;0.82686424736026;246
Ambacourt;88500;0.10718745683048;0.84383277798278;277
Ambarès-et-Lagrave;33440;-0.0084842372232336;0.78412310844655;11206
Ambax;31230;0.016328532440981;0.75691052895395;72
Ambazac;87240;0.02448794723501;0.80212421320273;4836
Ambel;38970;0.10348831775399;0.78198991641339;22
Ambenay;27250;0.012726364677378;0.85236547953636;465
Ambérac;16140;0.0011587066703711;0.80030134601559;337
Ambérieu-en-Bugey;1500;0.093355722175535;0.80208546420886;11436
Ambérieux;69480;0.082646194358808;0.80156668042851;427
Ambérieux-en-Dombes;1330;0.085593864277093;0.80278361188862;1408
Ambernac;16490;0.0094538723298883;0.8025072423465;422
Amberre;86110;0.0028652547052958;0.8162371693464;424
Ambert;63600;0.065275314191035;0.79501683546454;7309
Ambès;33810;-0.0092405406430053;0.78562606340773;2824
Ambeyrac;12260;0.033941802920141;0.77686060157487;191
Ambialet;81430;0.041475812823163;0.76696069969667;381
Ambiegna;20151;0.15348231790279;0.73446367623206;43
Ambierle;42820;0.067985425978894;0.80465980887659;1728
Ambiévillers;70210;0.10750742731308;0.83733626281963;106
Ambillou;37340;0.0077812537214666;0.82817325761505;1301
Ambillou-Château;49700;-0.0059971433304249;0.82489111130862;807
Ambilly;74100;0.10856432775881;0.8062160936386;5808
